prompt_id,p_hat,bucket,base,grpo,opd,rlopd,agopd
c5738a3d-06c1-454d-81f0-305fe2ed9105,0.125,.125-.25,False,True,False,False,True
8999b59e-fb36-47ec-b1d2-f5278190ecc1,0.125,.125-.25,False,False,False,False,False
8a2cf744-616a-45f2-a286-1c8f5ac939af,0.125,.125-.25,False,False,False,False,False
12506273-f96f-4f3e-9dd5-2cd3581feab7,1.0,easy(>.75),True,True,True,True,True
27307241-9143-49f2-921c-d68dcb2eda6c,0.0,hard(p=0),False,False,False,False,False
2c832b28-bbb8-40ac-a649-9234bac5589a,0.125,.125-.25,True,False,False,False,False
8173ce77-69f1-498a-be8a-a4fdc1ae1dc8,0.5,.5-.75,False,False,False,True,False
5d16ac55-75c3-41c6-acac-e2178e44633e,0.0,hard(p=0),False,False,False,False,False
328222b4-38ea-477b-abee-11d587aba4d4,0.0,hard(p=0),False,False,False,False,True
93da90f7-23b6-4e94-84a7-8c48c5d3a3d9,0.5,.5-.75,False,True,False,True,True
7fc608d0-112d-4332-bf65-3c507c39549b,0.0,hard(p=0),False,False,False,False,False
4d71365e-f5ef-46af-9ee0-611cafc34ed7,0.0,hard(p=0),False,False,False,False,False
a924c42e-4942-4220-a85e-7d9d6aa84e74,0.375,.25-.5,True,False,False,False,False
a8324853-2563-405c-8dc9-ef223b3c6c7b,0.125,.125-.25,False,False,False,False,False
448b9325-d55c-4d0a-bbfc-0b5058303804,0.0,hard(p=0),False,False,False,True,False
11384df2-0f87-4a3c-866c-9b4dfce9dda9,0.125,.125-.25,False,False,False,False,False
082de53c-7528-4e16-baa0-f70a68036b1f,0.0,hard(p=0),False,False,False,False,False
2eb82fde-325b-4a68-97b5-d9a8b81591ef,0.125,.125-.25,False,False,True,False,False
cf87bdea-ce8b-45ea-8b9b-7258e08e2255,0.0,hard(p=0),False,False,False,False,False
280e37fe-892d-4b22-9f70-830c4e457463,0.0,hard(p=0),False,False,False,False,False
cbdd11df-5fb4-4aed-a715-cb6871d17f53,0.0,hard(p=0),False,False,False,False,False
bd45e6d9-5191-4d01-98f2-cede91a5162f,0.0,hard(p=0),False,False,False,False,False
94c06f58-9278-4b0d-8351-fa43b8ac4d24,0.875,easy(>.75),True,True,True,True,True
9fd1bc4d-d0c6-411e-a246-3eb8be1adb8c,0.875,easy(>.75),True,True,True,True,True
c06cb44b-7989-4abe-84a8-4fdf2509d7aa,0.25,.25-.5,False,False,False,True,False
c902c91b-e82e-4dc8-ba59-6fa2b6573979,0.0,hard(p=0),False,False,False,False,False
b9cd1b41-93b6-4f2f-ba44-530ebb769ede,0.0,hard(p=0),False,False,False,False,False
95414d2f-5c2a-4268-8e7d-278cf88a0527,0.0,hard(p=0),False,False,False,False,False
2a3c525a-882c-46b2-847e-0c7c0d4a342e,0.0,hard(p=0),False,False,False,False,False
d6e7b487-b575-4bb3-9037-2bc806806b66,0.25,.25-.5,False,True,False,False,False
f59ee2db-0524-46da-b3ab-fff4c23e6aaf,0.75,easy(>.75),True,True,True,True,True
f094e99c-63b3-4b7f-9bfe-a242ca3490ed,0.0,hard(p=0),False,False,False,False,False
ab2595c8-eb8e-4af5-b728-df23c236f7ca,0.0,hard(p=0),False,False,False,False,False
501ddeee-9873-45c3-8d12-748d00b311af,0.25,.25-.5,False,False,False,True,False
2fd328a4-5568-49dd-9c9d-87e739ad186d,0.125,.125-.25,True,False,False,False,False
e108f1fc-f45d-471a-88e8-df68da078180,0.25,.25-.5,False,False,False,False,False
1287cadf-b6ac-4242-af4a-7f6b6f0b4d59,0.25,.25-.5,False,False,True,False,False
cb70a117-ac04-4e2a-a40e-a57024eea91d,0.875,easy(>.75),True,True,True,True,True
119af639-cbea-4c55-b349-23a3c6d8fe69,0.0,hard(p=0),False,False,False,False,False
c5f11601-8fc9-4dc3-8f7d-154e037fbaeb,0.0,hard(p=0),False,False,False,False,False
9c982f7d-fe9e-4c23-b502-58c98a0b76bf,0.125,.125-.25,False,True,False,True,False
cf58a6d3-c4b5-4e1c-b845-7bd3d61c614f,0.0,hard(p=0),False,False,False,False,False
d11e2dfd-296e-474d-81da-532662f248f0,0.125,.125-.25,False,False,False,False,False
68b41153-05f4-4e94-890d-7d52fb2c1821,0.25,.25-.5,False,False,False,False,False
6ff0b17f-7e5c-4ae9-b5e9-63ebecd2b9f7,0.375,.25-.5,False,False,False,False,True
de80e903-9b87-4875-b2e4-2cfe9c0f0ec8,0.0,hard(p=0),False,False,False,False,False
3b3db1f5-5e83-411d-922e-d8c188e73d63,0.5,.5-.75,True,True,True,False,True
7b3b813a-f538-4a8f-900a-725bdf7076e3,0.0,hard(p=0),False,False,False,False,False
e92493de-9de6-42e2-ba5d-5665ea0c4c4f,0.0,hard(p=0),False,False,False,False,False
2bfeec2e-2688-4168-8198-b5f9788177dd,0.875,easy(>.75),True,True,True,False,True
d0f93a47-2f13-45db-a0f5-0d3ba26f9143,0.125,.125-.25,False,False,False,False,False
2e637830-1da6-4eaf-8c93-e39aeefd55bf,0.0,hard(p=0),False,False,False,False,False
c4dab8f3-b4da-47ea-bc60-0f05557ebb8c,0.0,hard(p=0),True,True,True,True,False
bf5570b2-71a1-4382-8f03-9cfe85de0c10,0.125,.125-.25,False,False,False,False,False
ebf4673d-aa5d-4bc1-a8aa-0eed71b72c13,0.0,hard(p=0),False,False,False,False,False
da902935-d5d4-4087-9961-041fc484dac2,0.625,.5-.75,False,True,True,False,False
634b80c9-3370-4bfa-b6b1-434c58789fd9,0.0,hard(p=0),False,False,False,False,False
31f55c2c-9c49-435d-a64c-82ac6d4dcb0a,0.0,hard(p=0),False,True,False,False,False
deef2e68-cd9a-448d-bd11-ab0e4df936bc,0.625,.5-.75,False,True,True,False,True
1cc84aab-4df5-4a7d-898d-8fc1817303b6,0.0,hard(p=0),False,False,False,False,False
4c666ef6-8d95-47d0-a113-cba48f1419c7,0.0,hard(p=0),False,True,False,False,False
117b0655-d838-4b3c-84ba-e9cfebe1209a,0.375,.25-.5,False,False,False,False,False
21a22663-1d04-454b-9e4b-3371a15f86c6,0.625,.5-.75,False,False,True,True,True
4af63c6d-5128-4dfd-acbc-8dbc8ad33d9a,0.75,easy(>.75),True,True,True,False,True
04b59d01-0ef5-41cc-938e-3105ce23713a,0.0,hard(p=0),False,False,False,False,False
1cc3b783-8cf2-44f8-8c8b-6252d96d96a5,1.0,easy(>.75),False,True,True,True,True
aba5b2f7-4e1a-4aee-b436-ac293b9a07b8,0.125,.125-.25,False,False,False,False,False
2e6d9735-2057-49cd-9ce2-23b4ce2176ff,0.0,hard(p=0),False,False,False,False,False
3e0605ee-729d-4fcd-8617-5a0a1d97bbb5,0.0,hard(p=0),False,False,False,False,False
be79dde1-cfaf-4a31-9a3e-2ff70b543deb,0.0,hard(p=0),False,False,False,False,False
64f631c9-5a9c-4597-a50a-f40309d0caa7,0.0,hard(p=0),False,False,False,False,False
077b53d9-4227-4c2c-bcab-06453331fee7,0.75,easy(>.75),True,True,False,True,True
d2bd5597-131c-4a6b-a15e-c10ae9b618de,0.0,hard(p=0),False,False,False,False,False
0bd1e2ec-3fa5-4f05-82c2-2934bf10ef06,0.25,.25-.5,False,False,False,False,False
f1abea4d-545d-4fb6-a607-6838156b98d6,0.125,.125-.25,False,False,False,False,False
ff9278ae-fa0b-4bb5-9021-0859e19a006c,0.25,.25-.5,True,False,False,False,False
0acfd19f-6c07-4894-bef2-aa90a1c36ac1,0.0,hard(p=0),False,False,False,False,False
da08d36f-1306-4726-a303-f6711e2d63e9,0.0,hard(p=0),True,False,True,True,False
ae286ba9-b8b0-4153-9ab4-e1a72714094d,0.125,.125-.25,False,False,False,False,False
83892028-e416-402b-b686-71cdf03b0b54,0.875,easy(>.75),False,False,False,False,True
fa7f6a4a-5e12-4dad-8f45-ca265801bd7d,0.0,hard(p=0),False,False,False,False,False
fc949e19-acaf-4f30-b117-43f8773c8851,0.375,.25-.5,True,True,False,False,False
edfd98d0-18f7-443d-b578-9b8eea4a9a79,0.125,.125-.25,False,False,False,False,False
599f33ab-a231-4c3c-9b63-45b84a216bc1,0.5,.5-.75,True,True,True,True,True
bcdfd731-b3bb-4f5a-b775-a97e88c908b6,0.0,hard(p=0),False,False,False,False,False
94041c23-bd7c-4e1c-97cb-80c4f7c44096,0.0,hard(p=0),False,False,False,False,False
866c6084-ac14-472e-a3dd-948b3dab3033,0.0,hard(p=0),False,False,False,False,False
6b091f95-2b64-45ed-acc7-68f5319b7504,0.0,hard(p=0),True,False,False,False,False
6e103481-1490-4277-af43-a187aeda602c,0.0,hard(p=0),False,False,False,False,False
ce9708f4-3139-47a3-a794-f5d6148fd3ea,0.0,hard(p=0),False,False,False,False,False
6f11869a-8731-4dd4-91fd-77bee4669f17,0.25,.25-.5,False,True,False,False,False
a4156a48-5bdc-44e1-9af6-608b09bfd8f8,0.0,hard(p=0),True,True,False,True,True
c02d3750-2dac-4759-88c7-4e2619bfd75c,0.0,hard(p=0),False,True,False,False,False
525f04d7-0846-4237-b6fb-79ba2d99410c,0.0,hard(p=0),False,False,False,False,False
0a7a010f-ee66-42c2-90b0-97de21343c5e,0.375,.25-.5,False,False,True,False,True
5cc9ebed-b252-4328-a3e0-7ce6c4923e92,0.375,.25-.5,False,True,True,True,True
2ce2cec1-8061-4431-a3a2-e6164618e795,0.25,.25-.5,True,True,True,True,False
e45ffdc6-ced3-447e-b971-a2f5dfd277b4,0.125,.125-.25,False,True,True,False,True
b4c88dfe-6725-4041-864e-dd54463b7dce,0.0,hard(p=0),False,False,False,False,False
867592e7-3125-40aa-b486-9dff035e852a,0.125,.125-.25,False,True,False,False,True
fb14855a-15b5-419c-b340-42371ab7e749,0.0,hard(p=0),False,False,False,False,False
28956be5-87c1-4a15-a6ca-533b880b98ed,0.75,easy(>.75),True,True,True,True,False
53e93af3-b4ef-423e-9cea-a27dad6bf8c6,1.0,easy(>.75),True,False,True,True,True
fa764c4f-1cc7-4a45-ab2e-d2f2bc16603d,1.0,easy(>.75),True,True,True,False,True
0dc21695-44e8-439d-95b9-2e2267c8f466,0.25,.25-.5,False,False,False,False,False
f026e650-7588-40d6-8d0f-b2b0855650be,0.0,hard(p=0),False,False,False,False,False
a230092e-2cef-472e-94ef-562ce62cafb8,0.0,hard(p=0),False,False,False,False,False
bc56133a-987e-43ef-86e6-06e0c0944836,0.0,hard(p=0),False,True,False,False,False
823c7ba3-802e-46c8-af6a-7a056de1495a,0.0,hard(p=0),False,False,False,False,False
17a20426-999d-4b7c-b5a4-e86321a79076,0.0,hard(p=0),False,False,False,False,False
86b8ee56-8cbd-4622-b75b-7c0d7c50f872,0.875,easy(>.75),True,True,True,False,True
bb0caa3c-e6f4-4fc7-8d83-974ac77ca4a0,0.375,.25-.5,False,False,True,False,False
d36249dc-5513-4ee3-8bb0-6174dfe78744,0.75,easy(>.75),True,True,True,True,True
5523eac8-46ce-4d9f-929e-0c000abd790c,0.0,hard(p=0),False,False,False,False,False
1161fdfd-846b-45cf-9915-4ab1a82dd98f,0.25,.25-.5,False,False,False,False,False
c335b67a-d599-409c-8541-60ae3361663c,0.0,hard(p=0),False,False,False,False,False
d0b05edf-c496-4b37-8fd2-0e2cf984ad6f,0.875,easy(>.75),True,True,True,True,True
a4a358d4-240b-4b44-a50a-94ce50105201,0.375,.25-.5,False,False,True,False,True
bf787a13-f39b-4d64-bcf2-c51158977826,0.25,.25-.5,True,False,False,False,True
df9c0d93-45cf-465e-bd20-6113282c732a,0.0,hard(p=0),False,False,False,False,True
726bc673-305d-4381-9da2-28ebed210b8a,0.0,hard(p=0),False,False,False,False,False
16771d40-3e91-4b2e-bff9-84cbbaa8d702,0.625,.5-.75,True,True,True,False,True
b81e0a02-2af2-4b3f-9527-df975930c4c9,0.125,.125-.25,False,False,False,False,False
829b62ae-abd7-4a0c-abc5-b3125d35a0db,1.0,easy(>.75),True,True,False,True,True
3fa5dd7f-22e1-4e9b-a158-ad08686cf480,0.125,.125-.25,False,False,True,True,False
6356731e-d4c2-4322-be89-ee4612d15d9e,0.0,hard(p=0),False,False,False,False,False
ce2a5a45-ffed-4996-a618-475e74f9c4bb,0.75,easy(>.75),True,True,True,True,True
cc53232e-cc80-4262-b320-45f73a9a924a,0.0,hard(p=0),False,False,False,False,False
d2e835d6-b991-4a52-a08e-3bae4c5eb6d8,0.0,hard(p=0),False,False,False,False,False
fbf32fcf-32ad-4f44-b16e-c07cd125f006,0.125,.125-.25,False,False,False,False,False
4494fce7-e7f1-4542-9467-03363c86d037,1.0,easy(>.75),True,True,True,True,True
0b0157b3-1875-4860-90c0-59dd451fe646,0.0,hard(p=0),False,False,False,False,False
e012a260-4939-4ef9-85b9-0e974ff7ed9e,0.375,.25-.5,True,False,True,False,False
e877fd8b-7b52-430f-bcb7-d6fb497185ad,0.0,hard(p=0),False,False,False,False,False
f8be155b-bcb4-4cb2-833f-d60e2376f69c,0.0,hard(p=0),False,False,False,False,False
873b55f4-0cc7-4ed5-9437-0f258fdca829,0.25,.25-.5,False,True,True,True,True
f387fa35-ca89-409a-88ab-2f9a9657ff39,0.0,hard(p=0),False,False,False,False,False
3ecafb22-ba1d-4b78-9129-1789ae464a3f,0.0,hard(p=0),False,False,False,False,False
0bc5fe50-658a-4902-a3a2-e1034b63b98c,0.5,.5-.75,True,True,True,True,True
90954704-8303-4ee7-abf2-3276c322681f,0.5,.5-.75,True,True,True,True,True
6e60e510-2509-4715-b3d6-9e429c282384,0.0,hard(p=0),False,False,True,False,False
4e4d4680-19a1-4e79-b994-7779a74d72ca,0.5,.5-.75,True,False,True,True,True
8e3d4e9a-9283-46db-9c50-a46481c71527,0.0,hard(p=0),False,False,True,False,False
16c14487-8285-41b6-a251-29737c8b70eb,0.0,hard(p=0),False,False,False,False,False
1ede3ad9-30f3-4322-a34f-f3bbbe0ef4fa,0.375,.25-.5,True,True,True,False,True
97a322d5-496c-4b1b-85eb-da8df2eccdbb,0.5,.5-.75,True,True,False,False,False
4fd5bbae-ebee-4d55-b574-3d3488663a2c,0.375,.25-.5,False,False,False,True,True
9f343028-b126-4222-b146-32acd06c2af1,0.5,.5-.75,False,True,True,False,True
1d32ac67-d565-4c33-babd-6955f017ce99,0.625,.5-.75,False,True,True,True,True
40a566d1-c7ca-4794-898f-e8640d0f3d4b,0.0,hard(p=0),False,False,False,False,False
90b33412-2051-40ac-bd2c-4dc8610b80c5,0.125,.125-.25,False,False,False,False,False
6de8da64-a10d-4db7-9411-1666f49cbeb9,0.625,.5-.75,False,True,False,True,True
2465152b-3c1c-4ec4-a740-01edb340c395,0.125,.125-.25,False,False,False,False,False
a9294ee2-a10c-4ed8-96a1-36c86cf6cf40,0.0,hard(p=0),False,False,False,False,False
2758d10b-2809-44d8-b499-2c52c032c8dd,0.375,.25-.5,True,True,True,True,True
ef51d713-f2d0-4314-93b2-c8ff85af9b63,1.0,easy(>.75),True,True,True,True,True
2b293113-c30a-49d7-816c-e9e0a61062c4,0.75,easy(>.75),True,True,True,True,True
0821ce98-aa7a-4839-bcb2-1de9f0e4d027,0.375,.25-.5,False,False,False,False,False
e98866f7-0de1-49c9-ada3-3765ee8b4757,0.0,hard(p=0),False,False,False,False,False
616e2677-4064-4589-b43e-877912268add,1.0,easy(>.75),True,True,True,True,False
cfd55e31-dbec-4d3c-ae59-2644bd86ea1b,0.875,easy(>.75),True,True,True,True,False
7fbf9326-c6fb-4c6c-a58d-6988baad4f08,0.0,hard(p=0),False,False,False,False,False
203f5b77-05f2-4c4f-ba59-ef6825e3d893,0.0,hard(p=0),False,False,False,False,False
65060927-1ca4-4607-afc0-596a4b93dbd8,0.0,hard(p=0),False,False,False,False,False
4af10ab1-4d0a-4a38-9a15-5a8cbec7f362,0.75,easy(>.75),True,True,True,True,True
a3f2a724-68b3-4288-8450-34ae9b07ef9d,0.5,.5-.75,True,True,True,True,True
ebf664e2-6df1-480e-b541-a4594bfabdf6,0.0,hard(p=0),False,True,False,False,False
4d9b704d-377e-4cf9-bb97-3cedf36e9528,0.0,hard(p=0),False,False,False,False,False
5cecceae-9110-4976-9ca7-6762c1887a16,0.75,easy(>.75),True,True,False,False,False
a33df612-a6e8-4c50-900a-8fceff7fecec,0.25,.25-.5,False,True,True,True,True
38c90a01-d62f-4acd-a465-dee5c42adcd2,0.5,.5-.75,True,False,False,False,False
d160beb9-48a8-4447-80be-c3d08589aa35,0.0,hard(p=0),False,False,False,False,False
a9d95fa7-f0c4-4e21-b85a-ab3b8c7ea410,0.125,.125-.25,False,False,False,False,False
93aea692-cb3b-4e3f-8629-ace7c00c13f9,0.0,hard(p=0),False,False,False,False,False
e6878e06-8457-4ca5-b6da-6e2718f5abf5,0.875,easy(>.75),True,True,True,True,True
9ae790f5-bc39-4ebc-b56d-523ce0ec8048,0.0,hard(p=0),False,False,False,False,False
f0fb44c2-21ec-4f17-aa92-6f539138bc3f,0.625,.5-.75,False,True,True,True,True
b0805706-6161-4537-b545-61ca4b3b76ba,0.375,.25-.5,False,False,False,False,False
6056281d-26d3-4360-9f50-d131cbd66629,1.0,easy(>.75),True,True,True,True,True
703d4c51-736f-4c27-b839-568ec7eb0be8,0.75,easy(>.75),True,True,False,False,True
a854c341-0ac3-41e6-bbc8-c5d87226b71b,0.0,hard(p=0),False,False,False,False,False
bed73c11-4403-475a-be5e-48a8b78a2bc2,0.125,.125-.25,True,True,True,True,True
33b51622-b5e7-4a2c-96f0-2bdd22ed329e,0.0,hard(p=0),False,False,False,False,True
32cdd307-ff78-40b6-a1e7-d98d7f026b2f,0.625,.5-.75,True,False,True,True,True
8627e979-bfd9-441e-a300-2607d896d9b8,0.5,.5-.75,False,True,False,False,True
ab47e509-3bfb-4ea9-b95b-f83da3121378,0.5,.5-.75,True,True,True,True,False
ac724dbc-9155-4b4b-8ad4-954839cb3696,0.0,hard(p=0),False,False,False,False,False
e300ad2b-89fc-4cdc-81f3-f96220ea4103,0.125,.125-.25,False,False,False,False,False
af831658-af14-4e79-b041-4b648bbacbbc,0.0,hard(p=0),False,False,False,False,False
9a7afe3f-19d6-4fc8-88ef-ef2e2c4c0896,0.5,.5-.75,True,True,True,True,True
6231948d-95b8-4757-8dc4-084240c4eae1,0.625,.5-.75,False,True,False,True,True
66462664-175c-4efb-b3ef-26d3b2c64340,0.75,easy(>.75),False,False,True,True,False
c0659f3a-2792-4cc8-b669-9c50d7382147,0.875,easy(>.75),False,True,True,True,False
47e15d8b-5c71-46a9-9dbe-f661681feba5,0.0,hard(p=0),False,False,False,False,False
030f3ead-93c1-4dd2-9557-e9445f35f109,0.0,hard(p=0),False,False,False,False,False
20d746d1-175d-4cc9-a967-e25637c15362,0.25,.25-.5,False,False,False,False,False
1baa052d-d9f3-4a03-aef7-14082bf85f28,0.0,hard(p=0),False,False,False,False,False
4d1fb92a-4b66-4169-a1a6-8bed57e6a479,0.0,hard(p=0),False,False,False,False,False
9c3418b3-33db-45b6-8e85-5bb21d4840e6,0.0,hard(p=0),False,False,False,False,False
04617476-8b0a-451a-b95b-fe5d3c12bfae,0.0,hard(p=0),False,False,False,False,False
cf304e85-0e71-4d7b-a25f-8338532a537a,0.75,easy(>.75),True,False,True,True,True
85e1cbcc-6a80-4c5b-946b-3c438bb381f0,1.0,easy(>.75),False,True,True,True,True
fd94db07-e787-4d1c-ba87-661201c6f649,0.0,hard(p=0),False,True,False,True,False
63bcbe8b-7474-49b5-a211-5ee25d598e90,0.125,.125-.25,False,True,True,True,True
e8eb82d5-798f-4272-a873-37ed9f12326e,0.0,hard(p=0),False,False,False,False,False
52171490-cdee-4e8d-a2e7-2bedb39d746a,0.0,hard(p=0),False,False,False,False,False
8a3eaf60-84c9-4ac1-bd97-3c9f8b28b792,0.125,.125-.25,False,False,False,False,False
df8613ee-84f7-442b-8c53-fda2178d4e7c,0.625,.5-.75,False,True,True,True,False
74d11590-28df-48af-bddb-8804ab7174bb,0.875,easy(>.75),False,True,False,True,True
50ab9cae-4937-484d-afb6-ceb3523c84a3,0.0,hard(p=0),False,False,False,False,False
f6b73499-6722-4b67-a48d-08f84cc80594,0.0,hard(p=0),False,True,True,False,False
e0279cc7-b0d4-4368-a565-038361708ccc,0.0,hard(p=0),False,False,False,False,False
019d3dca-f5c2-4c4a-aa74-4cc04c2b7968,0.0,hard(p=0),False,False,False,False,False
7e150e7a-5801-4a62-acbf-64620ff30021,0.0,hard(p=0),False,False,False,False,False
02b147d5-84a9-41c3-83ca-b7a5fa0ee3f2,0.625,.5-.75,True,True,True,True,True
ee4ccdb6-7a84-4a65-bbc7-e186849bdbed,0.875,easy(>.75),True,True,True,True,True
953581c2-5fd6-4613-af7e-f777293a5758,0.75,easy(>.75),True,True,False,True,True
73af046a-81c5-429a-829c-38625150641f,1.0,easy(>.75),True,True,True,True,True
a368c827-fa63-4fb8-9607-11db330638e3,0.875,easy(>.75),True,False,True,True,True
de752faf-266b-4d1f-be21-23d852abf200,0.0,hard(p=0),False,False,False,False,False
30de0ded-f497-4405-8632-df2d93804756,0.25,.25-.5,False,True,False,False,True
1d7f82fa-044a-4f95-b91d-062121eb5fbe,0.125,.125-.25,False,True,True,True,True
